No,KODE (SKU/ID),Nama,Pad Code,Kode Ipos,Satuan,Kategori,Customer,Stock Aman,Stock Minimum,Harga FG,Last Update,User Update,Price Satuan,BOM Kode,Material Kode,Nama Material,Ratio
,MDF-6-MM-4-435977,MDF 6 MM 4 FT X 8 FT,,,PCS,,,0,0,78320,24/01/2026 10:55:06,System,Rp 78.320,,,,
,CB.-GARNIS-435977,CB. GARNISH UPPER 22MY K150/M125/K150 C/F 160X120X795,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,MASTERBOX--435977,"MASTERBOX PIRING 7"" CEPER WARNA PP (UK 55X37X23 CM)",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,"COMM,-CPC--435977","COMM, CPC 7-20 UK 360X310X345 DOUBLE WALL K125/M125X4 SAM EDELMAN",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,"RETAIL,-RP-435977","RETAIL, RP 6-73 UK 370X270X550 DOUBLE WALL K125/M125X4 ARTESANA",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,SHEET-114--435977,SHEET 114 X 100 CM K200/M125/K200 B/F BRUTO,,,PCS,,,0,0,5520,24/01/2026 10:55:06,System,Rp 5.520,,,,
,SHEET-92-X-435978,SHEET 92 X 75 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,4050,24/01/2026 10:55:06,System,Rp 4.050,,,,
,(998486000-435978,(998486000060401) PACKING/BOX/F-SHAPED OUTER CARTON/BLACK PRINTING/DOUBLE-LAYER CORRUGATED PAPER/NATURAL COLOR/440X300X485MM/D500051,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,FLAVOR-BOX-435978,FLAVOR BOX KEMERDEKAAN (1X50 SET),,,CAR,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,PARTY-BOX--435978,PARTY BOX KEMERDEKAAN (1X50 SET),,,CAR,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,(994819000-435978,(994819000000307) CARTON/5LAYERS/GLLS02-01/440X440X400 MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,K125/M125/-435978,K125/M125/K125 CF BROWN 100TXL550XP1400,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,SIKU-UKURA-435978,SIKU UKURAN 50X50X5X1050,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,SHEET-120--435978,SHEET 120 X 91 CM K150/M150/K150 B/F NETTO,,,PCS,,,0,0,4527,24/01/2026 10:55:06,System,Rp 4.527,,,,
,SHEET-194--435978,SHEET 194 X 69 CM K125/M125/K125 C/F SCOORE 10.5+48+10.5,,,PCS,,,0,0,4863,24/01/2026 10:55:06,System,Rp 4.863,,,,
,SHEET-235--435978,SHEET 235 X 166 CM K200/M125X3/K200 CB/F SCOORE 10.5+145+10.5,,,PCS,,,0,0,28313,24/01/2026 10:55:06,System,Rp 28.313,,,,
,SHEET-180--435978,"SHEET 180 X 84,6 CM K275/M125X3/K275 CB/F SCOORE 22.3+40+22.3",,,PCS,,,0,0,14675,24/01/2026 10:55:06,System,Rp 14.675,,,,
,SHEET-98-X-435978,SHEET 98 X 115 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,6426,24/01/2026 10:55:06,System,Rp 6.426,,,,
,SHEET-94-X-435978,SHEET 94 X 80 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,4287,24/01/2026 10:55:06,System,Rp 4.287,,,,
,KARDUS-BOX-435978,KARDUS BOX KING KOIL UK 220X11X145 CM K200/M125X3/K200,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,"RETAIL,-RP-435978","RETAIL, RP 6-78 UK 415X330X530 DOUBLE WALL K125/M125X4 ST AUGUSTINE",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,"COMM,-CPC--435978","COMM, CPC 7-18 A UK 420X310X425 DOUBLE WALL K125/M125X4 HILL HOUSE PASTEL",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,"COMM,CPC-7-435978","COMM,CPC 7-19 A UK 380X350X425 DOUBLE WALL K125/M125X4 HILL HOUSE PASTEL",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,CARTON-BOX-435978,"CARTON BOX POLOS, 195X95X340, K125/M125/K125",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,CARTON-SHE-435978,CARTON SHEET K150/M150/K150 B/F UK P=1200MM X L=910,,,LBR,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,HOBBY-LOBB-435978,"HOBBY LOBBY, HL 7-11 UK 425X385X230 DOUBLE WALL K125/M125X4 MEDIUM",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,SHEET-226--435978,"SHEET 226 X 70,4 CM K200/M125/K200 C/F SCOORE 19.2+32+19.2",,,PCS,,,0,0,7745,24/01/2026 10:55:06,System,Rp 7.745,,,,
,SHEET-175--435978,"SHEET 175 X 94,8 CM K150/M125X3/K125 CB/F SCOORE 30.9+33+30.9",,,PCS,,,0,0,10189,24/01/2026 10:55:06,System,Rp 10.189,,,,
,SHEET-217--435978,"SHEET 217 X 92,3 CM K150/M125X3/K125 CB/F SCOORE 28.9+34.5+28.9",,,PCS,,,0,0,12310,24/01/2026 10:55:06,System,Rp 12.310,,,,
,SHEET-148--435978,"SHEET 148 X 58,2 CM K150/M125X3/K150 CB/F SCOORE 16.6+25+16.6",,,PCS,,,0,0,5340,24/01/2026 10:55:06,System,Rp 5.340,,,,
,SHEET-159--435978,"SHEET 159 X 61,6 CM K125/M125X4 CB/F SCOORE 13.8+34+13.8",,,PCS,,,0,0,5666,24/01/2026 10:55:06,System,Rp 5.666,,,,
,SHEET-150--435978,"SHEET 150 X 59,6 CM K125/M125X4 CB/F SCOORE 13.8+32+13.8",,,PCS,,,0,0,5238,24/01/2026 10:55:06,System,Rp 5.238,,,,
,SHEET-166--435978,"SHEET 166 X 62,2 CM K125/M125X4 CB/F SCOORE 19.6+23+19.6",,,PCS,,,0,0,5994,24/01/2026 10:55:06,System,Rp 5.994,,,,
,SHEET-170--435978,"SHEET 170 X 70,1 CM K125/M125X4 CB/F SCOORE 12.8+44.5+12.8",,,PCS,,,0,0,6946,24/01/2026 10:55:06,System,Rp 6.946,,,,
,SHEET-130--435978,"SHEET 130 X 77,6 CM K125/M125X4 CB/F SCOORE 14.8+48+14.8",,,PCS,,,0,0,5806,24/01/2026 10:55:06,System,Rp 5.806,,,,
,SHEET-143--435978,"SHEET 143 X 67,2 CM K125/M125X4 CB/F SCOORE 19.6+28+19.6",,,PCS,,,0,0,5571,24/01/2026 10:55:06,System,Rp 5.571,,,,
,PARTISI-BL-435978,PARTISI BLS CF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,PARTISI-ST-435979,PARTISI STANDAR PAKING PCB ASSY K84 K150/M125/K150 BF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,TINTA-RED--435979,TINTA RED P.2347C ( WK ),,,KG,,,0,0,51000,24/01/2026 10:55:06,System,Rp 51.000,,,,
,CB.-J-5+PA-435979,CB. J-5+PARTISI K150/M125X3/K150 CB/F 800X425X90,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,CARTON-BOX-435979,CARTON BOX SUZUKI HANDLE WITH CARE UK 475X405X125 K150/M125X3/K150 CB/F,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,SHEET-159--435979,SHEET 159 X 120 CM K275/M125X3/K275 CB/F NETTO,,,PCS,,,0,0,18148,24/01/2026 10:55:06,System,Rp 18.148,,,,
,SHEET-161--435979,SHEET 161 X 139 CM K275/M125X3/K275 CB/F SCOORE 20+99+20,,,PCS,,,0,0,21751,24/01/2026 10:55:06,System,Rp 21.751,,,,
,LAYER-CTN--435979,LAYER CTN 316X206 MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,SHEET-152--435979,"SHEET 152 X 79,1 CM K275/M125X3/K275 CB/F SCOORE 15.3+48.5+15.3",,,PCS,,,0,0,11330,24/01/2026 10:55:06,System,Rp 11.330,,,,
,K125/M125/-435979,K125/M125/K125 CF UK 530X350X150 MM CARTON BOX BROWN,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,(994819000-435979,(994819000010154) CARTON BOX/FIVE-LAYER CORRUGATED PAPER/OUTER SIZE 640X360X270MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,BOX-SAFETY-435979,"BOX SAFETY WIRE SIZE : 400X105X75MM SUBTANCE : K125/M125/K125 C/F (A033070030 SAFETY WIRE,QTY 4PCS)",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,CB.DPT-IC0-435979,CB.DPT-IC0G-L015 UK 445X190X190 K200/M125/K200 B/F,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,BOX-UK-950-435979,BOX UK 950X190X550 MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,MASTER-BOX-435979,"MASTER BOX PIRING OVAL S (10"") UK 53X38X27 CM",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,BOX-MINYAK-435979,"BOX MINYAK GORENG 1LTR 31,5X24,5X27 CM",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,SHEET-128--435979,SHEET 128 X 105 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,7663,24/01/2026 10:55:06,System,Rp 7.663,,,,
,SHEET-119--435979,SHEET 119 X 115 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,7803,24/01/2026 10:55:06,System,Rp 7.803,,,,
,"RETAIL,-RP-435979","RETAIL, RP 7-44 UK 420X385X320 DOUBLE WALL K125/M125X4  CREATIVE BY NATURE",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,"COMM,-CPC--435979","COMM, CPC 7-47 UK 420X270X580 DOUBLE WALL K125/M125X4 LE COUCOU",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KARTON-BOX-435979,KARTON BOX MP - 550X360X300 MM K125/M125X4 CBF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,SHEET-116--435979,"SHEET 116 X 131,6 CM K150/M125/K150 C/F SCOORE 28.6+103",,,PCS,,,0,0,6143,24/01/2026 10:55:06,System,Rp 6.143,,,,
,SHEET-134--435979,"SHEET 134 X 39,4 CM K150/M125/K150 C/F SCOORE 15.2+9+15.2",,,PCS,,,0,0,2102,24/01/2026 10:55:06,System,Rp 2.102,,,,
,SHEET-164--435979,"SHEET 164 X 33,9 CM K150/M125/K150 C/F SCOORE 13.2+7.5+13.2",,,PCS,,,0,0,2187,24/01/2026 10:55:06,System,Rp 2.187,,,,
,SHEET-100--435979,"SHEET 100 X 155,3 CM K150/M125/K150 C/F SCOORE 105+50.3",,,PCS,,,0,0,6277,24/01/2026 10:55:06,System,Rp 6.277,,,,
,SHEET-132--435979,SHEET 132 X 103 CM K275/M125X3/K275 CB/F NETTO,,,PCS,,,0,0,12914,24/01/2026 10:55:06,System,Rp 12.914,,,,
,"SHEET-104,-435979","SHEET 104,5 X 150 CM K125/M125X2 B/F BRUTO",,,PCS,,,0,0,5341,24/01/2026 10:55:06,System,Rp 5.341,,,,
,SHEET-101--435979,SHEET 101 X 105 CM K125/M125X2 B/F BRUTO,,,PCS,,,0,0,3613,24/01/2026 10:55:06,System,Rp 3.613,,,,
,CB.BAR-RR--435979,CB.BAR RR BUMPER TOYOTA D03 K150/M125/K150 B/F 975X70X205,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,CB.-LOUVRE-435979,CB. LOUVRE COWL TOYOTA + STOPER K150/M125/K150 C/F 1520X170X300,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,CB.ROCKER--435979,CB.ROCKER PANEL D03  K150/M125/K150 B/F 1830X230X240,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,CB.-GARNIS-435979,CB. GARNISH LOWER 22MY K150/M125/K150 C/F 245X100X700,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,SHEET-98-X-435979,SHEET 98 X 100 CM K150/M125/K150 C/F BRUTO,,,PCS,,,0,0,3731,24/01/2026 10:55:06,System,Rp 3.731,,,,
,SHEET-112--435979,SHEET 112 X 125 CM K150/M125/K150 C/F BRUTO,,,PCS,,,0,0,5330,24/01/2026 10:55:06,System,Rp 5.330,,,,
,SHEET-213--435979,"SHEET 213 X 34,5 CM K150/M125/K150 B/F SCOORE 7+20.5+7",,,PCS,,,0,0,2783,24/01/2026 10:55:06,System,Rp 2.783,,,,
,"SHEET-208,-435979","SHEET 208,5 X 70 CM K150/M125/K150 B/F SCOORE 23+24+23",,,PCS,,,0,0,5579,24/01/2026 10:55:06,System,Rp 5.579,,,,
,"SHEET-172,-435979","SHEET 172,5 X 64 CM K150/M125/K150 C/F SCOORE 17+30+17",,,PCS,,,0,0,4269,24/01/2026 10:55:06,System,Rp 4.269,,,,
,SHEET-106--435979,SHEET 106 X 110 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,6452,24/01/2026 10:55:06,System,Rp 6.452,,,,
,SHEET-96-X-435979,SHEET 96 X 110 CM K125/M125/K125 B/F BRUTO,,,PCS,,,0,0,3593,24/01/2026 10:55:06,System,Rp 3.593,,,,
,UNITARY-BO-435979,UNITARY BOX UNION-KGL POLOS ME-017246 (UAE352) UK 245X245X295 MM - MANUAL RAW K150/M125/M125 B/F,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,BOX-KLOSET-435979,BOX KLOSET JONGKOK ISI 3 EVOGLO (BBP-BOX-SX EVG),,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,HOBBY-LOBB-435979,"HOBBY LOBBY, 5-1 UK 270X250X290 DOUBLE WALL K125/M125X4 SKU 6361133",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,BOX-KLOSET-435980,BOX KLOSET DUDUK SIRAM EVOGLO (BBP-BOX-DS EVG),,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,OUTBOX-EVO-435980,"OUTBOX EVOLUTION 12"" (5 PCS) (PM2266)",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,REPAIR-IND-435980,"REPAIR INDIVIDUAL BOX CLEVER 10"" (CM6105)",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,SHEET-108--435980,"SHEET 108 X 54,6 CM K125/M125X4 CB/F SCOORE 12.8+29+12.8",,,PCS,,,0,0,3362,24/01/2026 10:55:06,System,Rp 3.362,,,,
,SHEET-110--435980,"SHEET 110 X 58,6 CM K125/M125X4 CB/F SCOORE 9.3+40+9.3",,,PCS,,,0,0,3652,24/01/2026 10:55:06,System,Rp 3.652,,,,
,SHEET-123--435980,"SHEET 123 X 69,6 CM K125/M125X4 CB/F SCOORE 13.8+42+13.8",,,PCS,,,0,0,4878,24/01/2026 10:55:06,System,Rp 4.878,,,,
,SHEET-87-X-435980,SHEET 87 X 85 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,4092,24/01/2026 10:55:06,System,Rp 4.092,,,,
,SHEET-174--435980,"SHEET 174 X 70,4 CM K125/M125/K125 C/F SCOORE 20.2+30+20.2",,,PCS,,,0,0,4334,24/01/2026 10:55:06,System,Rp 4.334,,,,
,"10""-NEW-CL-435980","10"" NEW CLEVER BOX (PM2150)",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,SHEET-UK-7-435980,"SHEET UK 74 X 40 CM, WK 150/ M125X2 E/F BRUTO",,,PCS,,,0,0,1479,24/01/2026 10:55:06,System,Rp 1.479,,,,
,SHEET-190--435980,SHEET 190 X 140 CM K150/M125/K150 C/F BRUTO,,,PCS,,,0,0,10128,24/01/2026 10:55:06,System,Rp 10.128,,,,
,SHEET-112--435980,SHEET 112 X 105 CM K200/M125/K150 B/F BRUTO,,,PCS,,,0,0,4964,24/01/2026 10:55:06,System,Rp 4.964,,,,
,SHEET-80-X-435980,SHEET 80 X 110 CM K200/M125/K200 B/F BRUTO,,,PCS,,,0,0,4018,24/01/2026 10:55:06,System,Rp 4.018,,,,
,SHEET-166--435980,"SHEET 166 X 69,2 CM K125/M125X4 CB/F 19.6+30+19.6",,,PCS,,,0,0,6430,24/01/2026 10:55:06,System,Rp 6.430,,,,
,SIKU-UK.-5-435980,SIKU UK. 50 X 50 X 5 X 1280 MM,,,PCS,,,0,0,5558,24/01/2026 10:55:06,System,Rp 5.558,,,,
,DUS-SEALWA-435980,"DUS SEALWARE ALISYA L 1700ML UK 53,5X35X66 CM",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,UNITARY-BO-435980,UNITARY BOX PROGUARD -DPL POLOS IP 2299 (PFC 064 ) 100X100X178 400 GRAM,,,PCS,,,0,0,1650,24/01/2026 10:55:06,System,Rp 1.650,,,,
,HOBBY-LOBB-435980,"HOBBY LOBBY, HL 7-52 UK 460X270X300 DOUBLE WALL K125/M125X4 SKU 1717305",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,"COMM,-CPC--435980","COMM, CPC 8-10 UK 460X375X260 DOUBLE WALL K125/M125X4 BIRDIE'S 9,5",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,SHEET-217--435980,"SHEET 217 X 147,2 CM K150/M125/K150 B/F SCOORE 44.8+102.4",,,PCS,,,0,0,12154,24/01/2026 10:55:06,System,Rp 12.154,,,,
,SHEET-89-X-435980,"SHEET 89 X 147,2 CM K150/M125/K150 B/F SCOORE 44.8+102.4",,,PCS,,,0,0,4985,24/01/2026 10:55:06,System,Rp 4.985,,,,
,SHEET-223--435980,"SHEET 223 X 134,8 CM K150/M125/K150 B/F SCOORE 36,3 + 98.5",,,PCS,,,0,0,11658,24/01/2026 10:55:06,System,Rp 11.658,,,,
,SHEET-72-X-435980,"SHEET 72 X 134,8 CM K150/M125/K150 B/F SCOORE 36.3+98.5",,,PCS,,,0,0,3764,24/01/2026 10:55:06,System,Rp 3.764,,,,
,"SHEET-211,-435980","SHEET 211,5 X 147,7 K150/M125/K150 B/F SCOORE 43.3+104.4",,,PCS,,,0,0,11846,24/01/2026 10:55:06,System,Rp 11.846,,,,
,SHEET-86-X-435980,"SHEET 86 X 147,7 K150/M125/K150 B/F 43.3+104.4",,,PCS,,,0,0,4817,24/01/2026 10:55:06,System,Rp 4.817,,,,
,SHEET-224--435980,"SHEET 224 X 133,4 CM K150/M125/K150 B/F SCOORE 29.6+103.8",,,PCS,,,0,0,11710,24/01/2026 10:55:06,System,Rp 11.710,,,,
,SHEET-117--435980,"SHEET 117 X 133,4 CM K150/M125/K150 B/F SCOORE 29.6+103.8",,,PCS,,,0,0,6116,24/01/2026 10:55:06,System,Rp 6.116,,,,
,SHEET-106--435980,SHEET 106 X 125 CM K150/M125/K150 B/F SCOORE 26.8+96.4,,,PCS,,,0,0,5145,24/01/2026 10:55:06,System,Rp 5.145,,,,
,SHEET-111--435980,"SHEET 111 X 131,1 CM K150/M125/K150 B/F SCOORE 28.1+103",,,PCS,,,0,0,5595,24/01/2026 10:55:06,System,Rp 5.595,,,,
,ART-PAPER--435980,ART PAPER 100 GR 65 X 100 NEVIA,,,RIM,,,0,0,530000,24/01/2026 10:55:06,System,Rp 530.000,,,,
,ART-PAPER--435981,ART PAPER 100 GRAM 40 X 75 SINGLE SIDE LAMINATE,,,PCS,,,0,0,2360,24/01/2026 10:55:06,System,Rp 2.360,,,,
,CARTON-SHE-435981,CARTON SHEET K150/M150/K150 C/F UK P=1350MM X L=1210MM,,,LBR,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,PARTY-ACTI-435981,PARTY ACTIVITY,,,PCS,,,0,0,3970,24/01/2026 10:55:06,System,Rp 3.970,,,,
,FLAVOR-ACT-435981,FLAVOR ACTIVITY,,,PCS,,,0,0,3300,24/01/2026 10:55:06,System,Rp 3.300,,,,
,MASTER-BOX-435981,"MASTER BOX CUTLERY HOLDER ARIANA (UK 72,5X36,5X34,5 CM)",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,SHEET-132--435981,"SHEET 132 X 108,8 CM K275/M125X3/K275 CB/F SCOORE 29,4+50+29,4",,,PCS,,,0,0,13131,24/01/2026 10:55:06,System,Rp 13.131,,,,
,KERTAS-IVO-435981,"KERTAS IVORY 350 GRAM UK 27,5 X 19,8 CM",,,PCS,,,0,0,8000,24/01/2026 10:55:06,System,Rp 8.000,,,,
,(994819000-435981,(994819000010084 ) MPO SHUFFLE BUNDLE/700X580X500 MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,(998486000-435981,(998486000060432) PACKAGING/CARD BOARD/IVORY BOARD/WHITE/27 6MMX200MM/D100012,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,SHEET-174--435981,"SHEET 174 X 85,1 CM K125/M125X3/K125 CB/F SCOORE 12.3+60.5+12.3",,,PCS,,,0,0,1100,24/01/2026 10:55:06,System,Rp 1.100,,,,
,SHEET-118--435981,SHEET 118 X 90 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,5877,24/01/2026 10:55:06,System,Rp 5.877,,,,
,SHEET-96-X-435981,SHEET 96 X 75 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,3984,24/01/2026 10:55:06,System,Rp 3.984,,,,
,SHEET-83-X-435981,SHEET 83 X 100 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,4593,24/01/2026 10:55:06,System,Rp 4.593,,,,
,SHEET-131--435981,"SHEET 131 X 113,4 CM K125/M125/K125 C/F SCOORE 22.7+68+22.7",,,PCS,,,0,0,5236,24/01/2026 10:55:06,System,Rp 5.236,,,,
,CARTON-BOX-435981,CARTON BOX 260X260X260 MM K125/M125/K125 CF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,SHEET-245--435981,SHEET 245 X 200 CM K200/M125X3/K150 CB/F BRUTO,,,PCS,,,0,0,32020,24/01/2026 10:55:06,System,Rp 32.020,,,,
,SHEET-100--435981,SHEET 100 X 115 CM K150/M125X3/K150 CB/F BRUTO,,,PCS,,,0,0,6855,24/01/2026 10:55:06,System,Rp 6.855,,,,
,001-TRP200-435981,001-TRP2000NB-CB CARTON BOX,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,INNER-BOX--435981,INNER BOX  UK 115X115X180 MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,BOX-UK-20-435981,BOX  UK 205X170X300 MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,OUTBOX-BOS-435981,"OUTBOX BOSCH SLAVEE 3 IN 1 4,5"" IP 5 PCS (PM2264)",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KERTAS-LAM-435981,KERTAS LAMINASI DOUBLE SIDE 150 GRAM 34 X 34 CM,,,PCS,,,0,0,1900,24/01/2026 10:55:06,System,Rp 1.900,,,,
,BOX-PINDAD-435981,BOX PINDAD-02 + PARTISI,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,SHEET-214--435981,"SHEET 214 X 115,5 CM K125/M125X3/K125 CB/F SCOORE 50.5+65",,,PCS,,,0,0,14458,24/01/2026 10:55:06,System,Rp 14.458,,,,
,SHEET-210--435981,"SHEET 210 X 114,5 CM K125/M125X3/K125 CB/F SCOORE 49.5+65",,,PCS,,,0,0,14188,24/01/2026 10:55:06,System,Rp 14.188,,,,
,BIG-CARTON-435981,BIG CARTON BOX LX140C (NEW COM.SYMBOL) PACKING (K3120-0032),,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KARTON-BOX-435981,KARTON BOX PRINTING INNER,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,PARTISI-OU-435981,PARTISI OUTER HOLE 7 CTR,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,PARTISI-IN-435981,PARTISI INNER HOLE 10,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,CB.J-5-+-P-435981,CB.J-5 + PARTISI UK 800X425X90 K150/M125X3/K150 CB/F,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,SHEET-107--435981,SHEET 107 X 85 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,5033,24/01/2026 10:55:06,System,Rp 5.033,,,,
,SHEET-224--435981,"SHEET 224 X 123,2 CM K150/M125/K150 B/F SCOORE 26.8+96.4",,,PCS,,,0,0,10874,24/01/2026 10:55:06,System,Rp 10.874,,,,
,SHEET-106--435981,"SHEET 106 X 123,2 CM K150/M125/K150 B/F SCOORE 26.8+96.4",,,PCS,,,0,0,5145,24/01/2026 10:55:06,System,Rp 5.145,,,,
,KARDUS-BOX-435981,KARDUS BOX UK 1050X1050X750 MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KARDUS-BOX-435982,KARDUS BOX 650X550X600 MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,CB.GARNISH-435982,CB.GARNISH LOWER 19MY UK 170X55X640 K150/M125/K150 C/F,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KARDUS-DOU-435982,KARDUS DOUBLE WALL 170X45X76 CM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,(994819000-435982,(994819000000192) CARTON 5 LAYERS CORRUGATED PAPER OUTER UK 375X375X375 MM HW EXCLUSIVE,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,SHEET-145--435982,"SHEET 145 X 113,8 CM K125/M125X3/K125 CB/F SCOORE 28.4+57+28.4",,,PCS,,,0,0,9388,24/01/2026 10:55:06,System,Rp 9.388,,,,
,SHEET-84-X-435982,SHEET 84 X 110 CM K150/M125/K150 C/F BRUTO,,,PCS,,,0,0,3518,24/01/2026 10:55:06,System,Rp 3.518,,,,
,SHEET-185--435982,"SHEET 185 X 35,5 CM K275/M150X3/K275 CB/F NETTO",,,PCS,,,0,0,6472,24/01/2026 10:55:06,System,Rp 6.472,,,,
,"SHEET-108,-435982","SHEET 108,5 X 98,5 CM K275/M150X3/K275 CB/F SCOORE 6,5+85.5+8.5",,,PCS,,,0,0,10544,24/01/2026 10:55:06,System,Rp 10.544,,,,
,SHEET-93-X-435982,SHEET 93 X 80 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,4117,24/01/2026 10:55:06,System,Rp 4.117,,,,
,SHEET-81-X-435982,SHEET 81 X 85 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,3810,24/01/2026 10:55:06,System,Rp 3.810,,,,
,CARTON-SHE-435982,CARTON SHEET 3LAYER 1800X2450,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,OUTBOX-BOS-435982,"OUTBOX BOSCH_X LOCK 4-5"" MP (20PCS) (PM2269)",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
