
,,,,,LAPORAN PESANAN PENJUALAN DETAIL,,,,,,,,,,,,,,,,PERIODE : 01/01/26 - 28/02/26


,,,,,INSPIRASI MEDIA KREATIF

,,,,,JL. TUKAD BATANGHARI XI NO 2

,,,,,0361-4783465

,,,,,AC : 129-00-1116726-5 



,No Transaksi,,,,,,Tanggal,,,Dept.,,Kode Pel.




,1,KRT01269,,,,,CARTON BOX 378X283X210 MM,,,,,,,500.00,,,500.00,,PCS,,,,,"7,300.00",0.00,,,,"3,650,000.00"


,,,,,,,,,,,,,,500.00,,,,,,,,,,,,,,,"3,650,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"401,500.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"4,051,500.00"



,KIPO26010132,,,,,,1/19/2026,,,SALE,,TR13

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM0295,,,,,"BRONZE SWING CHECK VALVE 32A (1 1/4"") (CS067)",,,,,,,20.00,,,20.00,,PCS,,,,,"190,000.00",0.00,,,,"3,800,000.00"

,2,TRM0010,,,,,"BRONZE SWING CHECK VALVE 25A(1"")  (CS066)",,,,,,,50.00,,,50.00,,PCS,,,,,"120,000.00",0.00,,,,"6,000,000.00"

,3,TRM0126,,,,,"BRONZE SWING CHECK VALVE 40A(1 1/2"") (CS068)",,,,,,,20.00,,,20.00,,PCS,,,,,"220,000.00",0.00,,,,"4,400,000.00"

,4,TRM0353,,,,,"BRONZE SWING CHECK VALVE 50A(2"") (CS069)",,,,,,,30.00,,,30.00,,PCS,,,,,"434,775.00",0.00,,,,"13,043,250.00"

,5,TRM0833,,,,,"BRONZE SWING CHECK VALVE 65A(2 1/2"") (CS070)",,,,,,,10.00,,,10.00,,PCS,,,,,"610,000.00",0.00,,,,"6,100,000.00"



,,,,,,,,,,,,,,130.00,,,,,,,,,,,,,,,"33,343,250.00"

,Pot. :,,0.00,,,,,Pajak :,,,"3,667,757.50",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"37,011,007.50"



,GBU/PO/C/01/2026/00041,,,,,,1/19/2026,,,SALE,,PL0087


,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT01138,,,,,DUS SEALWARE BAHAMA M (SW 350) 78X73X45.5 CM,,,,,,,100.00,,,100.00,,PCS,,,,,"36,500.00",0.00,,,,"3,650,000.00"



,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,"3,650,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"401,500.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"4,051,500.00"



,C90947,,,,,,1/19/2026,,,SALE,,PL0023

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM0487,,,,,BOLT FLANGE 8X20 MC3 G7 (K1410-0025),,,,,,,"39,000.00",,,"39,000.00",,PCS,,,,,760.00,0.00,,,,"29,640,000.00"

,2,KRT05004,,,,,CARTON BOX A-30 (NEW COM.SYMBOL) PACKING (K3110-0103),,,,,,,"1,084.00",,,864.00,,PCS,,,,,"3,170.00",0.00,,,,"3,436,280.00"

,3,KRT05000,,,,,CARTON BOX A-87 (NEW COM.SYMBOL) (K3110-0100),,,,,,,245.00,,,245.00,,PCS,,,,,"5,500.00",0.00,,,,"1,347,500.00"



,,,,,,,,,,,,,,"40,329.00",,,,,,,,,,,,,,,"34,423,780.00"

,Pot. :,,0.00,,,,,Pajak :,,,"3,786,615.80",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"38,210,395.80"




,PA26010232,,,,,,1/19/2026,,,SALE,,PL0023

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT01966,,,,,CARTON BOX K-79 (BROWN) (K8120-0058),,,,,,,20.00,,,20.00,,PCS,,,,,"5,800.00",0.00,,,,"116,000.00"

,2,KRT01966,,,,,CARTON BOX K-79 (BROWN) (K8120-0058),,,,,,,5.00,,,5.00,,PCS,,,,,"5,800.00",0.00,,,,"29,000.00"



,,,,,,,,,,,,,,25.00,,,,,,,,,,,,,,,"145,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"15,950.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"160,950.00"



,MRO/29178/PC/2026,,,,,,1/20/2026,,,SALE,,PL0049

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT05087,,,,,LAYER PACKING COMPRESOR UK 26X22 CM K125/M125/K125 CF,,,,,,,500.00,,,500.00,,PCS,,,,,750.00,0.00,,,,"375,000.00"



,,,,,,,,,,,,,,500.00,,,,,,,,,,,,,,,"375,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"41,250.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"416,250.00"



,0109/PB/UTM/0126,,,,,,1/20/2026,,,SALE,,PL0014

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT00012,,,,,ALAS KARTON 110 X 110 CM,,,,,,,250.00,,,250.00,,LBR,,,,,"15,125.00",0.00,,,,"3,781,250.00"


,,,,,,,,,,,,,,250.00,,,,,,,,,,,,,,,"3,781,250.00"

,Pot. :,,0.00,,,,,Pajak :,,,"415,937.50",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"4,197,187.50"



,DHT-2026.01.402,,,,,,1/20/2026,,,SALE,,PL0054

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT01197,,,,,BOX D38L TYPE A 280 X 220 X 85MM,,,,,,,120.00,,,120.00,,PCS,,,,,"3,700.00",0.00,,,,"444,000.00"
,2,KRT00065,,,,,BOX D38L TYPE B 542 X 310 X 85MM,,,,,,,240.00,,,240.00,,PCS,,,,,"5,700.00",0.00,,,,"1,368,000.00"
,3,KRT00481,,,,,PARTISI INNER BOX D38L TYPE B,,,,,,,240.00,,,240.00,,PCS,,,,,"6,200.00",0.00,,,,"1,488,000.00"
,4,KRT01198,,,,,PALLET D38L SIZE 1150X960X120MM,,,,,,,6.00,,,6.00,,PCS,,,,,"293,396.00",0.00,,,,"1,760,376.00"
,5,KRT01199,,,,,TOP PALLET 1150X960X100MM,,,,,,,6.00,,,6.00,,PCS,,,,,"31,160.00",0.00,,,,"186,960.00"
,6,KRT01200,,,,,BODY/OUTER PALLET 1135X945X650MM,,,,,,,6.00,,,6.00,,PCS,,,,,"54,527.00",0.00,,,,"327,162.00"



,,,,,,,,,,,,,,618.00,,,,,,,,,,,,,,,"5,574,498.00"

,Pot. :,,0.00,,,,,Pajak :,,,"613,194.78",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"6,187,692.78"



,PUR-PO/0126/0101,,,,,,1/20/2026,,,SALE,,PL0076

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT00248,,,,,CARTON LAYER 950X770,,,,,,,"1,000.00",,,"1,000.00",,PCS,,,,,"5,600.00",0.00,,,,"5,600,000.00"


,,,,,,,,,,,,,,"1,000.00",,,,,,,,,,,,,,,"5,600,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"616,000.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"6,216,000.00"



,PO/2026/A/015/RMIP,,,,,,1/20/2026,,,SALE,,PL0136

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT02768,,,,,LAYER 530X480MM,,,,,,,150.00,,,150.00,,PCS,,,,,"1,575.00",0.00,,,,"236,250.00"
,2,KRT02767,,,,,CARTON BOX 540X490X242 MM,,,,,,,50.00,,,50.00,,PCS,,,,,"16,500.00",0.00,,,,"825,000.00"
,3,KRT03726,,,,,PARTISI CTN 316 X 206 X 135 MM,,,,,,,200.00,,,0.00,,PCS,,,,,"3,857.00",0.00,,,,"771,400.00"
,4,KRT02769,,,,,PARTISI 530X480x110MM,,,,,,,182.00,,,182.00,,PCS,,,,,"3,300.00",0.00,,,,"600,600.00"
,5,KRT03730,,,,,PARTISI CTN 350 X 320 X 145 MM,,,,,,,200.00,,,0.00,,PCS,,,,,"7,003.00",0.00,,,,"1,400,600.00"


,,,,,,,,,,,,,,782.00,,,,,,,,,,,,,,,"3,833,850.00"

,Pot. :,,0.00,,,,,Pajak :,,,0.00,,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"3,833,850.00"



,PO ASI/26/0082,,,,,,1/20/2026,,,SALE,,PL0096

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT01690,,,,,CARTON BOX I20070005 WEAR PLATE ASSY 145X100X100 A1 K150/M125/K150 BF,,,,,,,"1,000.00",,,"1,000.00",,PCS,,,,,"1,300.00",0.00,,,,"1,300,000.00"

,2,KRT03527,,,,,A033070005 GUIDE RUBBER UK 180X130X115 MM K125/M125/K125 BF,,,,,,,"1,000.00",,,"1,000.00",,PCS,,,,,"1,600.00",0.00,,,,"1,600,000.00"

,3,KRT03528,,,,,A033070018 RUBBER SIDE BEARER UK 275X105X75 MM K125/M125/K125 BF,,,,,,,"1,000.00",,,"1,000.00",,PCS,,,,,"1,650.00",0.00,,,,"1,650,000.00"

,4,KRT01692,,,,,CARTON BOX I20070004 WEAR LINER 250X250X10 A5 K150/M125/K150 BF,,,,,,,"1,000.00",,,"1,000.00",,PCS,,,,,"1,550.00",0.00,,,,"1,550,000.00"



,,,,,,,,,,,,,,"4,000.00",,,,,,,,,,,,,,,"6,100,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"671,000.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"6,771,000.00"



,PFA.PS-260120001,,,,,,1/20/2026,,,SALE,,PL0191

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM4479,,,,,STANG SEALANT HILTI,,,,,,,1.00,,,1.00,,PCS,,,,,"4,680,000.00",0.00,,,,"4,680,000.00"


,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,"4,680,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"514,800.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"5,194,800.00"



,088/PO/SBM-TLJP/I/26,,,,,,1/20/2026,,,SALE,,TR21


,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM3423,,,,,"AMPLAS ROLL GRADE 150 UKURAN 4"" X 46 MTR",,,,,,,1.00,,,1.00,,ROL,,,,,"303,750.00",0.00,,,,"303,750.00"



,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,"303,750.00"

,Pot. :,,0.00,,,,,,,,,,,,Biaya :,,,0.00,,,,,,,,,,"337,162.50"
,,,,,,,,Pajak :,,,"33,412.50",,,,,,,,,,,,Total Akhir :



,083/PO/SBM-TLJP/I/26,,,,,,1/20/2026,,,SALE,,TR21


,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM0182,,,,,SARUNG TANGAN 5 BENANG,,,,,,,10.00,,,10.00,,LSN,,,,,"25,650.00",0.00,,,,"256,500.00"
,2,TRM0181,,,,,MAJUN WARNA,,,,,,,50.00,,,50.00,,KG,,,,,"6,500.00",0.00,,,,"325,000.00"


,,,,,,,,,,,,,,60.00,,,,,,,,,,,,,,,"581,500.00"

,Pot. :,,0.00,,,,,Pajak :,,,"63,965.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"645,465.00"



,PO26-040-1,,,,,,1/20/2026,,,SALE,,PL0148

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM1466,,,,,MICRO CLEANER JIP 141,,,,,,,3.00,,,3.00,,PCS,,,,,"375,000.00",0.00,,,,"1,125,000.00"
,2,TRM1905,,,,,BATERAI LITHIUM LS 14250 3.6V,,,,,,,6.00,,,6.00,,PCS,,,,,"337,500.00",0.00,,,,"2,025,000.00"


,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,"3,150,000.00"

,Pot. :,,0.00,,,,,,,,,,,,Biaya :,,,0.00,,,,,,,,,,"3,496,500.00"
,,,,,,,,Pajak :,,,"346,500.00",,,,,,,,,,,,Total Akhir :




,PO26-049-1,,,,,,1/20/2026,,,SALE,,PL0148

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM3953,,,,,SELANG TOGAWA 6X11,,,,,,,1.00,,,1.00,,MTR,,,,,"2,900,000.00",0.00,,,,"2,900,000.00"
,2,TRM4485,,,,,REGULATOR CROWN NON HEATER,,,,,,,1.00,,,1.00,,PCS,,,,,"3,000,000.00",0.00,,,,"3,000,000.00"


,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,"5,900,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"649,000.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"6,549,000.00"



,KIPO26010157,,,,,,1/20/2026,,,SALE,,TR13

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM0802,,,,,"METAL CONNECTOR FEMALE TYPE ""S"" 2 PIN (NANABOSHI) NCS-162-P-CH (125V 5A) (448-9993)",,,,,,,2.00,,,2.00,,PCS,,,,,"390,450.00",0.00,,,,"780,900.00"

,2,TRM0803,,,,,"METAL CONNECTOR MALE TYPE ""S"" 2 PIN (NANABOSHI) NCS-162-ADF-CH (125V 5A) (NCC26)",,,,,,,2.00,,,2.00,,PCS,,,,,"243,200.00",0.00,,,,"486,400.00"



,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,"1,267,300.00"

,Pot. :,,0.00,,,,,Pajak :,,,"139,403.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"1,406,703.00"



,26010059,,,,,,1/20/2026,,,SALE,,PL0071

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT00319,,,,,KARTON BOX NS-6,,,,,,,"3,000.00",,,"2,700.00",,PCS,,,,,"18,695.00",0.00,,,,"56,085,000.00"
,2,KRT00318,,,,,KARTON BOX NS-10,,,,,,,600.00,,,600.00,,PCS,,,,,"12,389.00",0.00,,,,"7,433,400.00"


,,,,,,,,,,,,,,"3,600.00",,,,,,,,,,,,,,,"63,518,400.00"

,Pot. :,,0.00,,,,,,,,,,,,Biaya :,,,0.00,,,,,,,,,,"63,518,400.00"
,,,,,,,,Pajak :,,,0.00,,,,,,,,,,,,Total Akhir :




,C90969,,,,,,1/20/2026,,,SALE,,PL0023

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT05044,,,,,PARTISI CRANKCASE COMP LX232 PACKING (K9970-0011),,,,,,,76.00,,,76.00,,PCS,,,,,"55,000.00",0.00,,,,"4,180,000.00"

,2,KRT05044,,,,,PARTISI CRANKCASE COMP LX232 PACKING (K9970-0011),,,,,,,2.00,,,2.00,,PCS,,,,,"55,000.00",0.00,,,,"110,000.00"



,,,,,,,,,,,,,,78.00,,,,,,,,,,,,,,,"4,290,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"471,900.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"4,761,900.00"



,GBU/PO/C/01/2026/00047,,,,,,1/20/2026,,,SALE,,PL0087


,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT01304,,,,,MASTER BOX RANTANG FIESTA S/2 70X62X41.5 CM,,,,,,,50.00,,,50.00,,PCS,,,,,"33,560.00",0.00,,,,"1,678,000.00"



,,,,,,,,,,,,,,50.00,,,,,,,,,,,,,,,"1,678,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"184,580.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"1,862,580.00"



,GBU/PO/C/01/2026/00044,,,,,,1/20/2026,,,SALE,,PL0087


,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT01276,,,,,MASTER BOX MANGKOK 101 (UK. 49X30X40 CM),,,,,,,50.00,,,50.00,,PCS,,,,,"14,500.00",0.00,,,,"725,000.00"



,,,,,,,,,,,,,,50.00,,,,,,,,,,,,,,,"725,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"79,750.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"804,750.00"



,KIPO26010162,,,,,,1/20/2026,,,SALE,,TR13

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM0295,,,,,"BRONZE SWING CHECK VALVE 32A (1 1/4"") (CS067)",,,,,,,30.00,,,30.00,,PCS,,,,,"190,000.00",0.00,,,,"5,700,000.00"

,2,TRM0002,,,,,ACETONE (20LTR/TIN) (NB156),,,,,,,5.00,,,5.00,,TIN,,,,,"546,000.00",0.00,,,,"2,730,000.00"
,3,TRM0353,,,,,"BRONZE SWING CHECK VALVE 50A(2"") (CS069)",,,,,,,20.00,,,20.00,,PCS,,,,,"434,775.00",0.00,,,,"8,695,500.00"



,,,,,,,,,,,,,,55.00,,,,,,,,,,,,,,,"17,125,500.00"

,Pot. :,,0.00,,,,,Pajak :,,,"1,883,805.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"19,009,305.00"



,PO-386/SAI-T/PUR-SAI/I/26,,,,,,1/20/2026,,,SALE,,PL0172


,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM3980,,,,,MATE-0017626 KARET KUMIS LIGHT BROWN,,,,,,,20.00,,,0.00,,KG,,,,,"200,000.00",0.00,,,,"4,000,000.00"

,2,TRM3980,,,,,MATE-0017626 KARET KUMIS LIGHT BROWN,,,,,,,20.00,,,0.00,,KG,,,,,"200,000.00",0.00,,,,"4,000,000.00"

,3,TRM3980,,,,,MATE-0017626 KARET KUMIS LIGHT BROWN,,,,,,,20.00,,,0.00,,KG,,,,,"200,000.00",0.00,,,,"4,000,000.00"

,4,TRM3980,,,,,MATE-0017626 KARET KUMIS LIGHT BROWN,,,,,,,20.00,,,0.00,,KG,,,,,"200,000.00",0.00,,,,"4,000,000.00"

,5,TRM3980,,,,,MATE-0017626 KARET KUMIS LIGHT BROWN,,,,,,,20.00,,,0.00,,KG,,,,,"200,000.00",0.00,,,,"4,000,000.00"



,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,"20,000,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"2,200,000.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"22,200,000.00"



,PO20260100147,,,,,,1/21/2026,,,SALE,,PL0134

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT03489,,,,,KARTON BOX W20 690X400X420 - BOX W20,,,,,,,110.00,,,110.00,,PCS,,,,,"18,200.00",0.00,,,,"2,002,000.00"

,2,KRT03184,,,,,BOX W1 S W 479X285X217 - BOX W1,,,,,,,264.00,,,264.00,,PCS,,,,,"5,200.00",0.00,,,,"1,372,800.00"
,3,KRT03188,,,,,LAYER W20 650X380MM - LAYER W20,,,,,,,660.00,,,660.00,,PCS,,,,,"2,400.00",0.00,,,,"1,584,000.00"

,4,KRT04064,,,,,GEN-2025-725816-PARTISI W1 10 HOLE,,,,,,,264.00,,,264.00,,PCS,,,,,"2,400.00",0.00,,,,"633,600.00"



,,,,,,,,,,,,,,"1,298.00",,,,,,,,,,,,,,,"5,592,400.00"

,Pot. :,,0.00,,,,,Pajak :,,,"615,164.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"6,207,564.00"



,PO/11/PSR/2026,,,,,,1/21/2026,,,SALE,,PL0005

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT04254,,,,,OUTER CARTON SIZE 1 METER X 1 METER K150-160 CM X 110 CM,,,,,,,21.00,,,21.00,,PCS,,,,,"20,480.00",0.00,,,,"430,080.00"

,2,KRT04255,,,,,INNER CARTON SIZE 1 METER X 1 METER K125-110 CM X 110 CM,,,,,,,21.00,,,21.00,,PCS,,,,,"8,500.00",0.00,,,,"178,500.00"



,,,,,,,,,,,,,,42.00,,,,,,,,,,,,,,,"608,580.00"

,Pot. :,,0.00,,,,,Pajak :,,,"66,943.80",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"675,523.80"



,3700185437,,,,,,1/21/2026,,,SALE,,PL0151

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT05045,,,,,PARTY PACK RAMADHAN (1X50 SET),,,,,,,60.00,,,60.00,,CAR,,,,,"513,423.00",0.00,,,,"30,805,380.00"


,,,,,,,,,,,,,,60.00,,,,,,,,,,,,,,,"30,805,380.00"

,Pot. :,,0.00,,,,,Pajak :,,,"3,388,591.80",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"34,193,971.80"



,3700185438,,,,,,1/21/2026,,,SALE,,PL0151

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT05045,,,,,PARTY PACK RAMADHAN (1X50 SET),,,,,,,20.00,,,20.00,,CAR,,,,,"513,423.00",0.00,,,,"10,268,460.00"


,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,"10,268,460.00"

,Pot. :,,0.00,,,,,Pajak :,,,"1,129,530.60",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"11,397,990.60"



,3700185439,,,,,,1/21/2026,,,SALE,,PL0151

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT05046,,,,,FLAVOR BOX RAMADHAN (1X50 SET),,,,,,,60.00,,,60.00,,CAR,,,,,"382,883.00",0.00,,,,"22,972,980.00"


,,,,,,,,,,,,,,60.00,,,,,,,,,,,,,,,"22,972,980.00"

,Pot. :,,0.00,,,,,Pajak :,,,"2,527,027.80",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"25,500,007.80"



,3700185440,,,,,,1/21/2026,,,SALE,,PL0151

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT05046,,,,,FLAVOR BOX RAMADHAN (1X50 SET),,,,,,,48.00,,,48.00,,CAR,,,,,"382,883.00",0.00,,,,"18,378,384.00"


,,,,,,,,,,,,,,48.00,,,,,,,,,,,,,,,"18,378,384.00"

,Pot. :,,0.00,,,,,Pajak :,,,"2,021,622.24",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"20,400,006.24"



,3700185441,,,,,,1/21/2026,,,SALE,,PL0151

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT05046,,,,,FLAVOR BOX RAMADHAN (1X50 SET),,,,,,,32.00,,,32.00,,CAR,,,,,"382,883.00",0.00,,,,"12,252,256.00"


,,,,,,,,,,,,,,32.00,,,,,,,,,,,,,,,"12,252,256.00"

,Pot. :,,0.00,,,,,Pajak :,,,"1,347,748.16",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"13,600,004.16"



,S20030348,,,,,,1/21/2026,,,SALE,,TR36

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM4469,,,,,RUBBER CHICACO 3/4,,,,,,,60.00,,,60.00,,PCS,,,,,"6,875.00",0.00,,,,"412,500.00"


,,,,,,,,,,,,,,60.00,,,,,,,,,,,,,,,"412,500.00"

,Pot. :,,0.00,,,,,Pajak :,,,"45,375.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"457,875.00"



,TLJ/26-0003,,,,,,1/21/2026,,,SALE,,PL0053

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT01519,,,,,CARTON BOX DH19 650X380X370 MM K125/M125/K125 CF,,,,,,,20.00,,,20.00,,EA,,,,,"11,800.00",0.00,,,,"236,000.00"



,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,"236,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"25,960.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"261,960.00"



,HKB/PO/01/0256/3456,,,,,,1/21/2026,,,SALE,,PL0036


,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM0532,,,,,KERTAS VCI 30 x 33,,,,,,,500.00,,,500.00,,PCS,,,,,"1,765.00",0.00,,,,"882,500.00"


,,,,,,,,,,,,,,500.00,,,,,,,,,,,,,,,"882,500.00"

,Pot. :,,0.00,,,,,Pajak :,,,"97,075.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"979,575.00"



,664/MIG/PO/I/26,,,,,,1/21/2026,,,SALE,,PL0181

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT04037,,,,,KARDUS BOX UK 1050X1050X750 MM,,,,,,,4.00,,,4.00,,PCS,,,,,"100,700.00",0.00,,,,"402,800.00"

,2,KRT04038,,,,,KARDUS BOX 650X550X600 MM,,,,,,,56.00,,,56.00,,PCS,,,,,"35,000.00",0.00,,,,"1,960,000.00"


,,,,,,,,,,,,,,60.00,,,,,,,,,,,,,,,"2,362,800.00"

,Pot. :,,0.00,,,,,Pajak :,,,"259,908.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"2,622,708.00"



,005/PO/CAC/I/2026,,,,,,1/22/2026,,,SALE,,PL0069

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

